TEST_CASE_NUMBER;TEST CASE1;TEST CASE2;FOLLOW UP;TEST CASE TEXT1;TEST CASE MULTI1;TEST CASE TEXT2;TEST CASE MULTI2;FOLLOW UP TEXT;FOLLOW UP MULTI;COMPARE TEXT1;COMPARE MULTI1;COMPARE TEXT2;COMPARE MULTI2;COMPARE COMBO;COMPARE COMBO
40;is q1 linked to q4 ;How many transitions are there ;is q1 linked to q4 . How many transitions are there ;there is no transition between q1 and q4.;[];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];there is no transition between q1 and q4.;[];True;True;False;False;False;False
41;what are the transitions from q4 ;what are the input symbols ;what are the transitions from q4 . what are the input symbols ;there is no transition between q0 and q0.;[];Potresti essere più specifico?;[];there is no transition between q0 and q0.;[];True;True;False;True;False;True
41;what are the transitions from q4 ;Which state in the automaton is both the initial and the final state;what are the transitions from q4 . Which state in the automaton is both the initial and the final state;there is no transition between q0 and q0.;[];The initial state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];there is no transition between q0 and q0.;[];True;True;False;False;False;False
42;what are the links of q4 ;How many states does the automaton have ;what are the links of q4 . How many states does the automaton have ;there is no transition between q0 and q0.;[];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];there is no transition between q0 and q0.;[];True;True;False;False;False;False
42;what are the links of q4 ;Describe graphically automaton ;what are the links of q4 . Describe graphically automaton ;there is no transition between q0 and q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];there is no transition between q0 and q0.;[];True;True;False;True;False;True
43;what are the transitions from q4 ;is q4 linked to q0 ;what are the transitions from q4 . is q4 linked to q0 ;the transition is not defined.;[];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];False;False;True;True;False;True
43;what are the transitions from q4 ;how many arcs there are ;what are the transitions from q4 . how many arcs there are ;the transition is not defined.;[];The automaton has 3 transitions: q0 con valore 1 va in q1, q1 con valore 1 va in q2, q4 con valore 0 va in q0.;[('simbolo-q0-q1', '#04ed00', 'stroke'), ('simbolo-q1-q2', '#04ed00', 'stroke'), ('simbolo-q4-q0', '#04ed00', 'stroke')];the transition is not defined.;[];True;True;False;False;False;False
44;is q4 linked to q0 ;what are the transitions from q4 ;is q4 linked to q0 . what are the transitions from q4 ;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];the transition is not defined.;[];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];True;True;False;False;False;True
45;can you describe me the automaton ;Please describe the automaton ;can you describe me the automaton . Please describe the automaton ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True;True;True;False;True
45;can you describe me the automaton ;transition from q1;can you describe me the automaton . transition from q1;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];the transition is not defined.;[];the transition is not defined.;[];False;True;True;True;False;True
46;Could you briefly describe the automaton ;How many states ;Could you briefly describe the automaton . How many states ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];The automaton has 4 states and 3 transitions.;[];False;True;False;False;False;False
46;Could you briefly describe the automaton ;Give me some examples of inputs and output ;Could you briefly describe the automaton . Give me some examples of inputs and output ;The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];Potresti essere più specifico?;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];True;True;False;True;False;True
47;How many states are there ;If q2 is the final state the language accepted by the automaton is the same ;How many states are there . If q2 is the final state the language accepted by the automaton is the same ;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];Potresti essere più specifico?;[];Potresti essere più specifico?;[];False;False;True;True;False;False
47;How many states are there ;The automaton accepts a language allowing words made of an odd number of 0s and 1s ;How many states are there . The automaton accepts a language allowing words made of an odd number of 0s and 1s ;This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];Potresti essere più specifico?;[];This automaton has 4 states;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];True;True;False;False;False;True
48;Is there an arc from q0 to q1 ;What are the transitions ;Is there an arc from q0 to q1 . What are the transitions ;The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];there is no transition between q0 and q0.;[];The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];True;True;False;False;False;True
48;Is there an arc from q0 to q1 ;What is q1 ;Is there an arc from q0 to q1 . What is q1 ;The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The transition between q0 and q1 is with value 1.;[('simbolo-q0-q1', '#04ed00', 'stroke')];True;True;False;False;False;False
49;Is there an arc from q1 to q2 ;what are the transitions from q4 ;Is there an arc from q1 to q2 . what are the transitions from q4 ;The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];the transition is not defined.;[];there is no transition between q4 and q1.;[];False;False;False;True;False;False
49;Is there an arc from q1 to q2 ;nodes;Is there an arc from q1 to q2 . nodes;The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The transition between q1 and q2 is with value 1.;[('simbolo-q1-q2', '#04ed00', 'stroke')];True;True;False;False;False;False
50;What are the states connected to q0 ;what is the phd for ;What are the states connected to q0 . what is the phd for ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];Potresti essere più specifico?;[];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];True;True;False;False;False;True
50;What are the states connected to q0 ;Is there a transition from q0 to q5 ;What are the states connected to q0 . Is there a transition from q0 to q5 ;The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];the transition is not defined.;[];The automaton has 4 states: q0, q1, q2 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];False;False;False;False;False;False
51;Is there an arc from q2 to q3 ;In which year we are ;Is there an arc from q2 to q3 . In which year we are ;The transition between q2 and q3 is with value 0.;[('simbolo-q2-q3', '#04ed00', 'stroke')];Potresti essere più specifico?;[];The transition between q2 and q3 is with value 0.;[('simbolo-q2-q3', '#04ed00', 'stroke')];True;True;False;False;False;True
51;Is there an arc from q2 to q3 ;In which year we are ;Is there an arc from q2 to q3 . In which year we are ;The transition between q2 and q3 is with value 0.;[('simbolo-q2-q3', '#04ed00', 'stroke')];Potresti essere più specifico?;[];The transition between q2 and q3 is with value 0.;[('simbolo-q2-q3', '#04ed00', 'stroke')];True;True;False;False;False;True
52;Is there an arc from q3 to q4 ;What is the result ;Is there an arc from q3 to q4 . What is the result ;The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];The automaton has 4 states: q0, q1, q2 e q4.;[('simbolo-q0', '#04ed00', 'stroke'), ('simbolo-q1', '#04ed00', 'stroke'), ('simbolo-q2', '#04ed00', 'stroke'), ('simbolo-q4', '#04ed00', 'stroke')];The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];True;True;False;False;False;False
52;Is there an arc from q3 to q4 ;is q4 a final state ;Is there an arc from q3 to q4 . is q4 a final state ;The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];The transition between q3 and q4 is with value 0.;[('simbolo-q3-q4', '#04ed00', 'stroke')];True;True;False;False;False;False
53;Is there an arc from q4 to q0 ;Describe the automaton ;Is there an arc from q4 to q0 . Describe the automaton ;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];True;True;False;False;False;True
53;Is there an arc from q4 to q0 ;which are the states connected with 0 ;Is there an arc from q4 to q0 . which are the states connected with 0 ;The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];The state q0 exists.;[('simbolo-q0', '#04ed00', 'stroke')];The transition between q4 and q0 is with value 0.;[('simbolo-q4-q0', '#04ed00', 'stroke')];True;True;False;False;False;False
54;Is there an arc from q4 ;If q2 is the final state the language accepted by the automaton is the same ;Is there an arc from q4 . If q2 is the final state the language accepted by the automaton is the same ;the transition is not defined.;[];Potresti essere più specifico?;[];there is no transition between q4 and q2.;[];False;True;False;True;False;True
54;Is there an arc from q4 ;What is the accepted language ;Is there an arc from q4 . What is the accepted language ;the transition is not defined.;[];Potresti essere più specifico?;[];the transition is not defined.;[];True;True;False;True;False;True
55;Is there an arc from q0 ;which are the final states ;Is there an arc from q0 . which are the final states ;the transition is not defined.;[];The final state is q0.;[('simbolo-q0', '#04ed00', 'stroke')];the transition is not defined.;[];True;True;False;False;False;False
55;Is there an arc from q0 ;Vorrei una descrizione di Automa1 ;Is there an arc from q0 . Vorrei una descrizione di Automa1 ;the transition is not defined.;[];The automaton accepts zero or more words formed by a sequence of the type 110. In total there are 4 states: q0, q1, q2 e q4. q0 is both the initial and the final state.Le transizioni sono: q0 with value 1 goes goes q1, q1 with value 1 goes goes q2, q4 with value 0 goes to q0.;[];the transition is not defined.;[];True;True;False;True;False;True
